,song,album,album_id,artists,track_number,disc_number
514225,"Volunteer, Pt. 1",Volunteer,7LC7HGDHiI27eDK0M4ys0D,['The Spiritual Machines'],1,1
514234,"Volunteer, Pt. 2",Volunteer,7LC7HGDHiI27eDK0M4ys0D,['The Spiritual Machines'],10,1
514282,Half About Being a Woman,Half About Being a Woman,30yef1K9lvbIQZ76SrXiJp,['Caroline Smith'],4,1
514368,Choose Love,Choose Love,5LQvtd8eY7zVw4Z12VCiMB,['Ringo Starr'],8,1
514388,Human Farming,Human Farming,3U1TxiGJV25YwYwF3I0kuf,['Mono-Amine'],1,1
514453,Unleashed,Unleashed 1990-1996,0BJrOikm36ZqTkmPwxrfvu,['Morthound'],9,1
514467,Forgotten Years,Forgotten Years,7y2ZRnsG3PTMOLNRki2VZ8,['Home Again'],4,1
514487,Strong,Strong,58RHMfp82zm35qm4TGIDn1,"['James""JD""Wilkerson']",3,1
514495,Life Has Meaning,Life Has Meaning,6zUxhkY5Sjv5PRflJ1C6qH,"['James""JD""Wilkerson']",3,1
514565,Meteor,Meteors and Beating Hearts,7komA6hHHmT4v7hS3kI6rD,['Connor Garvey'],10,1
514622,Space Travel,Space Travel,0m5gFjHHMlofYqEIdTYik2,['Aaron Lewis'],1,1
514717,Last Ash,Last Ash: The Offering (Emixx Presents),28lIN6tb1LNhhnNsQFJbcX,['B.L.E.S.S.E.D.'],12,1
514724,A Fine Romance,A Fine Romance,2AmIo8RqV1gKouRdfpZNXB,['Stacey Kent'],7,1
514798,Moondance - 2013 Remaster,Moondance,5PfnCqRbdfIDMb1x3MPQam,['Van Morrison'],2,1
514818,Solar Flare,Solar Flare,5Erbm6CeOE2Gm9NnTkIL7v,['Phi Yaan-Zek'],1,1
514839,Keep It Safe,Keep It Safe,76QVpUX6X2ov3musV9odEW,['Wild Ones'],11,1
514855,Homage,Homage,6pmUKLi6aWpaWoCzJs0OTl,['Peter Kater'],3,1
514874,Rearview,Rearview,7GfuCFI2EIKz8iEcjm15eP,['Plan 9'],12,1
514952,Street Therapy,Street Therapy,71G7w5myTBu8MCMTYq3dVY,['Clever Jeff'],14,1
514959,There Will Be Nights When I'm Lonely (Intro),There Will Be Nights When I'm Lonely,2lUhtEbuVWlZXPHSeYqSwe,['Possessed by Paul James'],7,1
514960,There Will Be Nights When I'm Lonely,There Will Be Nights When I'm Lonely,2lUhtEbuVWlZXPHSeYqSwe,['Possessed by Paul James'],8,1
515074,Wobble Walkin',Wobble Walkin',7GFlIQrdfF6mrWmE5mCF0m,['The Duke Robillard Jazz Trio'],1,1
515216,Siromašni i bogati,Siromašni i bogati,4BQgDOpqRWqtrNGASIN1K9,['Xaxaxa'],3,1
515247,Hair In My Eyes Like A Highland Steer,Hair In My Eyes Like A Highland Steer,1fs0MLzgcgD9WJvKpETnEd,['Corb Lund'],1,1
515281,Let It Shine,Let It Shine,5tecOOOnDSu5KAyXuvj3EN,['Jeremy Fisher'],10,1
515283,Lake Placid Blues,Lake Placid Blues,0P1fr8FKtP1G01sGQ6ucOb,['Tony Joe White'],1,1
515302,More Juice,More Juice,4drsR9rsNJXd0f1tuN8waZ,['Adam Power'],4,1
515338,Bang My Can,Bang My Can,68udZ73Qbjn9cjPV6pHgdM,['Pascal Schumacher'],5,1
515392,Diamond Head at Dusk,Diamond Head at Dusk,1RGxAG2rlcPbHeUvtkqiIo,['The Diamondheads'],14,1
515534,Triple Triad,Triple Triad,1u1OjsWjOx7kVkWEUxnbHf,['Mykah'],7,1
515549,Surya's Smile,Surya's Smile I,7fsU6fZqsajhZQcnpHsRsX,['Kingdom of the Holy Sun'],10,1
515554,Onnen tahdoin jakaa,Onnen tahdoin jakaa,4VbW9VQYqVHSLJgUYZ2USr,['Tarja Lunnas'],1,1
515603,Holdin' the Bag,Holdin' the Bag,1LVju7ivxZOf0okuMPxcZE,['Supersuckers'],1,1
515787,Bright Examples,Bright Examples,2YuWtA1SY0PBPoA6OQlG5Z,['Johnny Irion'],12,1
515788,Joie d'être gai,Joie d'être gai,5wtsMa2PDa4KzS1sYZKTmj,['Les Trois Accords'],1,1
515834,What the Winter Said,What the Winter Said,0zJ727goF133p02zW2s5od,['Kathryn Kaye'],9,1
515854,Plaisir d'amour,Beverly Sills - Plaisir d'amour,3U24qPBdIVyxWmxlRBK8A2,"['Jean-Paul-Égide Martini', 'Beverly Sills', 'Andre Kostelanetz', 'Columbia Symphony Orchestra']",8,1
515974,With the World,With the World,2wCFNsiQhTvcPI3lR5UMQE,['Duvchi'],14,1
515994,Sleepytime in Chinatown,Sleepytime in Chinatown,7GDOAatBzKJIQFW3z1zjLE,['The Stolen Sweets'],3,1
516004,Looking For The Light,Looking For The Light,5smNSZ5ycUa1xzsUQaZ3U4,"['George Cables', 'Gary Bartz']",1,1
516170,Where The Pavement Ends,Where The Pavement Ends,1ZNnfOiQbcEsgm9DMqA75b,['Jean Spencer'],10,1
516220,Miles Ahead,Miles Ahead,5BlCsE86H7WEZWxGVxatrt,"['Scottish National Jazz Orchestra', 'Ingrid Jenson']",5,1
516264,The Shadow of This Town,The Shadow of This Town,7EJnWD57FogxXFNEUVgxDJ,['Libby Koch'],4,1
516295,Center Song,Center Song (Feat. Ingrid Jensen),2iEM4ujsRKNwiLWCrsvWlM,"['Steve Treseler Group', 'Ingrid Jensen']",7,1
516309,The Worlds Collide,Worlds Collide,10tr2Hy4Q11vCiXUGzzPgE,['TME'],1,1
516320,The Great Unknown,The Great Unknown,42F8uTX1DR3OiaKVtrz3Gr,"['Sarah Geronimo', 'Hale']",2,1
516400,Ride Free,Ride Free (Full Length),0Cc6lwjgl3xV6ahNiSZJnl,"['Jonny Kaplan', 'The Lazy Stars']",2,1
516423,Lashtal Lace,Lashtal Lace,6NKADLlu4kp7udpTxltziP,['Coph Nia'],2,1
516482,Solitude,Solitude,6zrKEh6FcSouGcpn0boSAH,"['Metamorphosis', 'Ingrid Lukas']",6,1
516556,Bang! Pow! Boom!,Bang! Pow! Boom! Nuclear,3tgTuhdTPvaka7LUU4gzdb,['Insane Clown Posse'],16,1
516599,Welcome To Alabama,Welcome To Alabama,3UHL6uaDIJxaRbGPZaYw0B,['The Kenneth Brian Band'],3,1
516859,Libertad,Libertad,44V33dl0drKUZAcrGcL0sN,['Airbag'],11,1
516916,Riddle Box,Riddle Box,3LgwVhsi3tkxtakT2D4WZT,['Insane Clown Posse'],2,1
516962,Draw The Line,Draw The Line,792SNee67NvAFZbsip969c,['Aerosmith'],1,1
517011,Nature Creations,Nature Creations,0LEIj5X0irPUeJQfsxz68t,['Ascent'],3,1
517066,Sanctuary City (feat. Gary Craig),Sanctuary City,2aZdlHsBa1gxXmeWqMx5sG,"['Jerome Godboo', 'Gary Craig']",1,1
517108,"Goodnight, San Francisco","Goodnight, San Francisco",2qFFumI6dbMqzvCJWRNx4V,['The Bittersweets'],10,1
517116,Revanche - Digitally Remastered,Revanche,4tbUAVTsQ4hvnQfgWkgWq8,['Peter Maffay'],6,1
517125,"""Revanche"" Audiothek Interview",Revanche,4tbUAVTsQ4hvnQfgWkgWq8,"['Peter Maffay', 'Frank Laufenberg']",15,1
517143,Hybris,Hybris,6jFBcjyPEXtJ8EtfV6m03c,['Overruled'],3,1
517255,The Guru,The Guru,4vlFkaGnTXzgFe5Zmp0BOQ,['PSD Tha Drivah'],1,1
517332,Grounded,Grounded,4PfXxp9gRLrbuIm1jklpOq,"[""Bastian Stein's Gravity Point"", 'Bastian Stein', 'Christian Kronreif', 'Matthias Pichler', 'Peter Kronreif', 'Philipp Jagschitz']",1,1
517378,Suddenly,Suddenly (Expanded Edition),0gNeqVQyUq6SYzVSq7Suuo,['Billy Ocean'],9,1
517403,TNT,TNT,4JwjxPyISbFEUeh267bYbg,['Tortoise'],1,1
517468,Soul Solution,Soul Solution,1btNsBXrtkpCO3UiNLeviu,['Lubriphonic'],8,1
517485,Sparkle Darkly,Sparkle Darkly,0ItpXw9gvGOAEanqdfJq06,['Mister Fusty'],6,1
517526,Earthen Grave,Earthen Grave,6ZMpFbR64LAqytHVw11mH0,['Earthen Grave'],1,1
517538,UnChild,UnChild,4bPABeCVMFPPJ4KKURRoca,['SawanoHiroyuki[nZk]:Aimer'],1,1
517550,Birdsongs for Eric,Birdsongs,5tics3Jz1pSKBnYf3XNHmV,"['Diane Moser', 'Anton Denner', 'Ken Filiano']",1,1
517569,"Calm Down, Everything Is Fine","Calm Down, Everything Is Fine",1VFFV94909zUfbj8EbZi0n,['Mike Mains & The Branches'],11,1
517587,Self Insider,Self Insider,3W375ok4LAyqyxQZ1R5H4W,['Cabeiri'],7,1
517592,Found,The Marvelous Missing Link (Found),1fGNojsdj0aFEif9NdPhpD,['Insane Clown Posse'],2,1
517616,The Wonder,Wonder,0HME5qlThuQthFqzfDHSCa,['Seven'],12,1
517698,Gluttony,Gluttony,5IU0yzEGJMYXJJojqwijaH,['Foetal Juice'],11,1
517706,Murder 4 Hire,Murder 4 Hire,5n7hkDWK5FQ4u6PsvDOoNh,"['Body Count', 'Ice-T']",7,1
517729,Unity,Unity,1uNQbZq07unA5LgF742Cqo,['Suduaya'],4,1
517784,22h22,22h22,2HdjJqBfxdOKa4LHZB21X8,['Ariane Moffatt'],1,1
517798,Blood,Blood - Impetigo,6Z4HvQwCkzQ3opILv1omPs,"['BLOOD', 'Impetigo']",3,1
517895,Dont Fall,Dont Fall,7fbEbaZUEJKiFafoFzxVT8,['Eastern Sky'],6,1
517911,Elder Gods,Elder Gods,7ocZTWCfVlmueIYbOS0fwJ,['Holocaust'],1,1
518028,Silver Line,Silver Line,1RfDNkEZsuetKmkq5WGLNM,['Chuck Hawthorne'],1,1
518059,Blacked Out,Blacked Out,4F2ntJClTmxq4oP82MuMV2,"['Moonshine Bandits', 'Durwood Black']",8,1
518074,I Never Thought I'd Be Here,I Never Thought I'd Be Here,7dKoTpsgBMUi50N1TV5PlO,['Sarah Partridge'],5,1
518088,"10,000 Years","10,000 Years",1E5ItjtwtUwX7DsiS0pVDm,['The Honeydogs'],8,1
518220,Family Tradition,Family Tradition,3nJf4jGn7mru28s5ZUVIx4,"['Hank Williams, Jr.']",6,1
518274,The First Beat Is the Last Sound,The First Beat Is the Last Sound,3IAvcTFvbuchPVunYKM0ad,['Gerard Cousins'],3,1
518285,Virtual Sound Images,Virtual Sound Images,3hpAXsrQvMp9MxAspdJKAp,['Out Out'],2,1
518300,Stranger,Stranger,2kg5Iy6FcQfTRHsP5tuCWE,['Cretin'],7,1
518407,Land of the Shadows,Land of the Shadows,4t3K9Xk8qhtC73U4Hyho5J,['Ben Bedford'],8,1
518413,Dreaming Still,Dreaming Still,4SPCIG2nrDjDILrl6HoFE3,['Kathryn Kaye'],3,1
518496,The Ridge,The Ridge,3UnYTVTtD3iiwmwW9loyog,['Sarah Neufeld'],1,1
518513,C'est Magnifique,C'est Magnifique,0GZFydew9vFpghLj5nnYfM,['Ruby Braff'],5,1
518524,Outsold,Outsold,29oaSzJ9unJry5RYxfMRjI,['Tonic Breed'],5,1
518557,Greens,Greens,61zEMz7ObMzHAI1E7IdQE3,['Haffo'],1,1
518570,The Man,The Man,6yx5tq7YixjZYyi0kQTg6I,['Sponge'],1,1
518650,Hiraeth,Hiraeth - Celtic Guitar Music from Wales,16MZQ8D10e1UZVdsyOEYpj,['Gerard Cousins'],5,1
518669,Just Push Play,Just Push Play,6yRJAw8rbqn8dJVw1nxYWb,['Aerosmith'],2,1
518786,Ukrainian Doll,Ukrainian Doll,2Uly1EePb0tdBxqALj7o4H,['GroovExpress'],1,1
518855,Requiem,Celtic Requiem,5XmRcueoaMHZfMJb0TiHJU,['Mary McLaughlin'],9,1
518881,How Sweet It Is,How Sweet It Is,2mzgoiTBrcVorXswDwxwWZ,['Joan Osborne'],3,1
518898,The Hourglass,The Hourglass,4HiYO81NKeeooRkMG3YKtI,['Atten Ash'],8,1
518912,A Gift,"A Gift - Guitar Music of Leo Brouwer, John Tavener, Takashi Yoshimatsu & Mark-Anthony Turnage",4KwY8jhITf18q0TvmPn6g1,['Gerard Cousins'],8,1
518916,Hurried Life,Hurried Life: Lost Recordings 1965-1971,7eIsWBRjY3ZfOlIy7kWmUN,['Ruthann Friedman'],1,1
518946,Sights of Suffering,Sights of Suffering,07SBvjMgjpDXtDYkCSZMvY,['Atomic Aggressor'],4,1
518958,Mood Swings,Moravec: Tempest Fantasy / Mood Swings / B.A.S.S. Variations,78JR72i9wbkFzUP1Ldzm03,"['Paul Moravec', 'Trio Solisti']",6,1
518959,B.A.S.S. Variations,Moravec: Tempest Fantasy / Mood Swings / B.A.S.S. Variations,78JR72i9wbkFzUP1Ldzm03,"['Paul Moravec', 'Trio Solisti']",7,1
518973,Angel - Studio,Angel,1LX5FpJAILx7vZmQ8QIxDI,['Larry Donn & The Killer Possum Band'],1,1
519155,Beyond Death,Beyond Death,0gS1Ay1A1EFqFAnnQAqMV2,['Gouge'],12,1
519229,Be Small,Be Small,3fkECFtmJuq3gZMS8twMrm,['Here We Go Magic'],3,1
519297,Funeral Genius,Funeral Genius,0aPvlPAi34TXHtIKCwgaks,['Makar'],1,1
519390,Here,Here,1XSPEEz1MTkLtP0oDfQLlC,['Lost And Found'],2,1
519399,Here (Strummy),Here,1XSPEEz1MTkLtP0oDfQLlC,['Lost And Found'],11,1
519454,Heart Of The Universe,Heart Of The Universe,2pYaVigWhM6gvQZtr5NCSJ,"['Peter Kater', 'Snatam Kaur']",3,1
519462,Light Years,Light Years,6leF1C4STsANwLaEwjDcES,['Kathy Valentine'],3,1
519483,Alligator Heart,Alligator Heart,1ZPpdxm4AGvhTjcCCr67yL,['Larman Clamor'],1,1
519501,The Page Of Life,The Page Of Life,5VdJ7PwbcxbQ8wJh6Uw7xf,['Green Sun'],7,1
519568,Solarizations - Original Mix,Solarizations,5N1S5RQJqr5SJ5P3Vrm6Qg,"['Pedro Soares', 'Igor Avramovic']",2,1
519624,The Legend Of Fillmore Slim,The Legend Of Fillmore Slim: Blues Man / King Of The Game,2TDqojPtGumzGgPV3cZyR0,['Fillmore Slim'],1,1
519691,Two Sevens Clash,Two Sevens Clash: The 30th Anniversary Edition,7y2JVibgHcb4ohJM4bEgFg,['Culture'],3,1
519705,Words of Wisdom,Words of Wisdom,7GlHcChUg11OkVdnawuwOc,['Turbulence'],2,1
519749,La Strada,La Strada (Original Score),0dCHEmkx0xeOm3Ncr7xVev,"['Kevin Keller', 'David Helpling']",4,1
519754,Gordon Pym,Gordon Pym,4EQb1ackAizek8Ydzk58KA,"['Transit Room', 'Pierre Borel', 'Daniel Glatzel', 'Karl Ivar Refseth', 'Samuel Halscheidt', 'Andreas Waelti', 'Tobias Backhaus']",1,1
519825,Cosmic Drag,Cosmic Drag,2s05Enhtv46qtGCUm3fCgd,['Daniele Baldelli'],5,1
519888,Nagoya Marimbas,"Reich: Mallet Quartet, Sextet, Nagoya Marimbas & Music for Pieces of Wood",40auUhpfmKHRAJT9sWdpuM,"['Steve Reich', 'Sean Connors', 'Peter Martin']",9,1
519889,Music for Pieces of Wood,"Reich: Mallet Quartet, Sextet, Nagoya Marimbas & Music for Pieces of Wood",40auUhpfmKHRAJT9sWdpuM,"['Steve Reich', 'Matthew Duvall', 'Third Coast Percussion']",10,1
519909,XIII Shades Of Black,XIII Shades Of Black,397zJ8vuQMjofv6gVJMAL1,['Tyla'],12,1
519914,Next Position Please,Next Position Please - The Authorized Version,3o7juBCKAo55gwxQooMQ19,['Cheap Trick'],4,1
520017,Excelsior,Excelsior,2xHrOYcGGKg2234Y5pG9Ws,"['Caleb Burhans', 'Fifth House Ensemble']",8,1
520055,Primitive Blitzkrieg,Primitive Blitzkrieg,3Ue33tEwjP3FNQqLw9w4pq,['Farscape'],9,1
520096,Romanza,Romanza,6vGcN2XUzMnFzSuD6EjBU1,"['Ron Murray', 'Marty Ballou', 'Arti Dixson']",1,1
520138,Love's River,Love's River,2ArLbnvKxGM256DAXLU8x6,['Laura Sullivan'],7,1
520228,"For Me, It's You","For Me, It's You",38dG1anRE06r3EckSoY2H7,['Train'],13,1
520434,Crash & Burn,Crash & Burn,5QfWCAu1eKtfsT3UJkOMWt,['Stranglehold'],10,1
520494,Hemispheres Segment 1,Hemispheres,3lHIP1MRtUNaonqAMSPrug,['Amptek'],1,1
520495,Hemispheres Segment 2,Hemispheres,3lHIP1MRtUNaonqAMSPrug,['Amptek'],2,1
520496,Hemispheres Segment 3,Hemispheres,3lHIP1MRtUNaonqAMSPrug,['Amptek'],3,1
520497,Hemispheres Segment 4,Hemispheres,3lHIP1MRtUNaonqAMSPrug,['Amptek'],4,1
520498,Hemispheres Segment 5,Hemispheres,3lHIP1MRtUNaonqAMSPrug,['Amptek'],5,1
520499,Hemispheres Segment 6,Hemispheres,3lHIP1MRtUNaonqAMSPrug,['Amptek'],6,1
520534,Light the Sky,Light the Sky,5fez7u7SznsKvUf9y8FRg1,['Radio Radio'],9,1
520539,The Eclipse of the Reason Part 1: Irrational Victims of False Wants,The Eclipse of the Reason,1UVtMX04CyoTkFQ6oszGk9,['Amptek'],1,1
520540,The Eclipse of the Reason Part 2: Individualist Consumption Culture,The Eclipse of the Reason,1UVtMX04CyoTkFQ6oszGk9,['Amptek'],2,1
520541,The Eclipse of the Reason Part 3: Seduction and Persuasion,The Eclipse of the Reason,1UVtMX04CyoTkFQ6oszGk9,['Amptek'],3,1
520542,The Eclipse of the Reason Part 4: Compulsive Desire Machines,The Eclipse of the Reason,1UVtMX04CyoTkFQ6oszGk9,['Amptek'],4,1
520579,Kirkwood Drive,Goodbye Kirkwood Drive,2m3KT3R7RRavFCYcuXlFrj,['the bennett cale project'],1,1
520603,Kush Theoriez,Kush Theoriez,0JBd46vfOf7FS2YVX7L01C,['Dopetrackz'],5,1
520644,Blutaar,Blutaar,6ZtIaS66ZioO7GmFyCOUYf,['Varg'],5,1
520653,The Road to Destruction,The Road to Destruction,2JhbepH2MtdNiutZ7LEsY6,['Rocka Rollas'],3,1
520688,10 Cloverfield Lane,10 Cloverfield Lane,4eAJbWcchXWNPOPfThnaie,['Bear McCreary'],14,1
520784,Still Dreamin',Still Dreamin',3wgtGckyVSIZGYVt7kD6v6,['Julz West'],11,1
520818,Land Of The Gun,Land Of The Gun,5PXDM1UlDvVaGutQvFgcW2,['Legs Diamond'],9,1
520820,La Serva Padrona - Intermezzo Primo: Aspettare e Non Venire - Aria,La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Sesto Bruscantini', 'Renato Fasano']",1,1
520821,La Serva Padrona - Intermezzo Primo: Questa E' Per Me Disgrazia - Recitativo,La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Renata Scotto', 'Renato Fasano']",2,1
520822,La Serva Padrona - Intermezzo Primo: Sempre In Contrasti - Aria,La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Sesto Bruscantini', 'Renato Fasano']",3,1
520823,La Serva Padrona - Intermezzo Primo: In Somma Delle Somme - Recitativo,La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Renata Scotto', 'Renato Fasano']",4,1
520824,"La Serva Padrona - Intermezzo Primo: Stizzoso, Mio Stizzoso - Aria",La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Renata Scotto', 'Renato Fasano']",5,1
520825,La Serva Padrona - Intermezzo Primo: Benissimo! - Recitativo,La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Renata Scotto', 'Renato Fasano']",6,1
520826,La Serva Padrona - Intermezzo Primo: Lo Conosco - Duo,La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Renata Scotto', 'Renato Fasano']",7,1
520827,La Serva Padrona - Intermezzo Secondo: Or Che Fatto - Recitativo,La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Renata Scotto', 'Renato Fasano']",8,1
520828,La Serva Padrona - Intermezzo Secondo: A Serpina Penserete - Aria,La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Renata Scotto', 'Renato Fasano']",9,1
520829,"La Serva Padrona - Intermezzo Secondo: Ah, Quanto Mi Fa Male - Recitativo",La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Renata Scotto', 'Renato Fasano']",10,1
520830,La Serva Padrona - Intermezzo Secondo: Sono Imbrogliato - Aria,La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Sesto Bruscantini', 'Renato Fasano']",11,1
520831,"La Serva Padrona - Intermezzo Secondo: Favorisca, Signor! - Recitativo",La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Renata Scotto', 'Renato Fasano']",12,1
520832,La Serva Padrona - Intermezzo Secondo: Contento Tu Sarai - Duo,La Serva Padrona,1n3ivBPALd0QY2gDEKPR0t,"['Giovanni Battista Pergolesi', 'Renata Scotto', 'Renato Fasano']",13,1
520837,Warparty (A Soldiers Song),Warparty,1HeM11lqaW9mA7dFs26Sy5,['The Last Conspirators'],5,1
520855,Soul of a Sinner,Soul of a Sinner,6tauDTQnjCbRu4sfEslqFT,['2000 Lbs of Blues'],13,1
520932,Yell,Yell,0FJZ8IK4gCb2yudpKOEiht,['Arashk'],5,1
521005,Tiger in a Cage,Tiger in a Cage,2y2airR6ysuixHtrYfHpEG,['Johnny Rawls'],1,1
521065,Beautiful Fault,Beautiful Fault,3Gc7G6bdGnIqqBueKg6DZP,['Green Tea'],7,1
521144,Entitled (ft. Teedra Moses),Entitled,6LZVj75r4cGlOLvyGTFNSt,"['Torae', 'Teedra Moses']",12,1
521183,Pastorale,Pastorale,3A0lqZ2CSLpRce8WT2ZZ9O,['Steve Kuhn'],9,1
521203,Haze of Nemesis,Haze of Nemesis,6amL8tRbf7sYMNon0hsptA,['Red Circuit'],9,1
521227,House On Adeline,Adeline,4I3Etu4jL3VH1WjYbkW8zR,['Adeline'],1,1
521243,Coma Waering,Coma Waering,4K2GoIrtk0l6pw284yQ5KU,['The Angelic Process'],5,1
521329,Dios Te Odia,Dios Te Odia,0g2pPOMyaiOlL2fP33m3I1,['Narco'],10,1
521377,Songbird,Songbird,68iv5aziwpkLTL9No6pnxZ,['Kevin Durr'],1,1
521398,A Better Man,A Better Man,14zjMFq2IPvm7F5ekg722I,['Phil Perry'],1,1
521420,Unbroken,Unbroken,41oqZ0QtoJjjiHpAuktcZu,['Thomsen'],8,1
521453,Jersey Cat,Jersey Cat,0jMnHfzXQbXmfXoen6xxa0,['Freddie Hendrix'],4,1
521460,Jersey Cat Reprise,Jersey Cat,0jMnHfzXQbXmfXoen6xxa0,['Freddie Hendrix'],11,1
521472,Can't Change the Sun,Can't Change the Sun,1Ne8ZWADpriSObAagrtOTP,['Blaine Long'],12,1
521698,Thin Line,Thin Line,53XigovqawFvjFczbYmY2n,"[""Hell's Gate Blues Band""]",4,1
521729,The Gallery,The Gallery (Remastered),4LASC4WlcxJTFSeZ2JTvfi,['Steve Minotti'],2,1
521756,Weekend Musician,Weekend Musician,2T2uWPRLvJQhfnK33bhiBQ,['Flat Top Trio'],10,1
521808,Bookends Theme,Bookends,3bzgbgiytguTDnwzflAZr2,['Simon & Garfunkel'],1,1
521814,Bookends Theme - Reprise,Bookends,3bzgbgiytguTDnwzflAZr2,['Simon & Garfunkel'],7,1
521834,Only the Dead Survive (feat. Mastamind),Only the Dead Survive,0SuQ0nBFr4fhEYmSkamBmb,"['Corpse Circus', 'Mastamind']",11,1
521854,Through The Eye,Through The Eye,28toY4gcfTx6qO5AKKSGNu,['Groupthink'],1,1
522087,Shadow,"Stacy Garrop: Mythology Symphony, Thunderwalker & Shadow",2gswl3uzde9NDsD41PjgV3,"['Stacy Garrop', 'CCPA Chamber Orchestra', 'Markand Thakar']",9,1
522150,Strong Enough,Strong Enough,3AMPRfm3R1MowJc3Mmgmfd,['Beth Stevens'],6,1
522166,Re-Animation,Re-Animation,6G3GoWrHgaJxOil5cta37j,['Rising Galaxy'],9,1
522184,The Life of Riley,The Life of Riley,4Z2wXpQeFNCACgXuVK8wub,['Memorex Memories'],3,1
522278,The Winner,The Winner,5lN5gCdKFnyOIa33fUbDT4,['Michael Trent'],1,1
522590,Mystic Whisper,Mystic Whisper,4SEEY0EqhcOEPkZtwaYmtK,['Clinton Fearon'],13,1
522617,Three Crow Town,Three Crow Town,0lEVuhinpdAHdEzOOZFK9N,['Houston Jones'],8,1
522652,Bad Baby,Bad Baby,6Er2GVXW6JrjaYqAwVaPII,['Sarah Jaffe'],5,1
522814,Sky Burial,Sky Burial,7Kk3le5Td87Gx8vz8K1Yt0,['Inter Arma'],8,1
522913,Dust and Bones,Dust and Bones,5sHceQ55YGgpZgOxULFmWd,['Cary Ann Hearst'],1,1
522960,Honest Man,Honest Man,4syDqjDLtyOd7T70QkUQ60,['Matt Andersen'],3,1
523065,The Blessed Curse,The Blessed Curse - After The Muse,4DsImBOeVOIZtc6S472sqz,['Manilla Road'],1,1
523075,After The Muse,The Blessed Curse - After The Muse,4DsImBOeVOIZtc6S472sqz,['Manilla Road'],1,2
523141,Ghost Under Water,Ghost Under Water,4FQUdjC0rzJbV81jTYmnxs,['Joe Wulff'],4,1
523223,Violet,Violet,05zvIo1U8JS9p9XciB41id,['Nick Rosen'],9,1
523276,I Was So Fond Of You,I Was So Fond Of You,2WaA7gNvYtNkEkGFHuAq6M,['Matt Patershuk'],5,1
523326,Posthuman,Posthuman,771h9oGG6L8Tmp8TAhZJi9,"['Void', 'The Unsearchable Void']",8,1
523336,Organ Explosion Supershow,Organ Explosion,1a3l7YXYDVT2VicYxhMrby,['Organ Explosion'],9,1
523337,"Control - 12"" Extended Mix",Control,330eiV2N85wMOL9ckSot0y,['The Plastic Noise Experience'],1,1
523343,"Control - 7"" Mix",Control,330eiV2N85wMOL9ckSot0y,['The Plastic Noise Experience'],7,1
523345,Control - AD:key Remix,Control,330eiV2N85wMOL9ckSot0y,['The Plastic Noise Experience'],9,1
523390,Jericho Road,Jericho Road,6FnWJT03FgFP06NgDtJAMY,['Houston Jones'],2,1
523402,Calico Heart,Calico Heart,4TODkQ2IDAx0Xn9PMsJQrw,['Houston Jones'],3,1
523411,Sketches Of Pain,Sketches Of Pain,7EYjNB2blbp3kWa51z2Gj5,['Spiny Norman'],1,1
523479,Wayward Ones,Wayward Ones,7hJNNjK26aI5MGFaO7pnAU,['Viva Le Vox'],1,1
523511,The Curse That Is,The Curse That Is,2YBGGRg4G6vYKY2eftwd7G,['Graves at Sea'],1,1
523575,Headrush,Headrush,2nko3BnOSnajuPnWJb8ROL,['The Booda Velvets'],4,1
523588,Rock and Roll All Night,Rock and Roll All Night,1e43XruuIwjFzMLP5k9bXp,['The Mighty Mr. Billy'],4,1
523657,Halloween in America,Halloween in America,4HAJqNceRBMJrfbVXz2Y1u,['Fish Karma'],3,1
523720,A Sun That Never Sets,A Sun That Never Sets,2cdr9bgZKUMUptKSMuC8mP,['Neurosis'],4,1
523833,Another Bunch of Electric Bananas,Another Bunch of Electric Bananas,5uQfEOdXATWx9d9CxWGUGQ,['Mr. Billy'],1,1
523942,I Forgot,I Remembered but Then I Forgot,3hLRQ3P6JmRatB9SfJ9hKL,"[""Wolfie's Just Fine""]",2,1
523982,In Crescendo,In Crescendo,18ZVOMhjuqGrwYpwFbCKMH,['Kingcrow'],8,1
523983,Out of Control,The Out of Control Rock and Roll Reading Show,7xOK8Z177EZUTBj3hAkwYN,['Mr. Billy'],1,1
